adress,info,price,district,date,street,dom,clean,rooms,m2,floor,max_floors,rubm2
"микрорайон Жилгородок, маршала Толбухина, 15","3-к квартира, 60.5 м², 5/5 эт.",2100000,р-н Дзержинский,4 июня 15:43,маршала Толбухина,15,маршала Толбухина 15,3,60.5,5,5,34710.74380165289
" Черепановых, 3","3-к квартира, 60.5 м², 4/9 эт.",1540000,р-н Красноармейский,4 июня 18:43,Черепановых,3,Черепановых 3,3,60.5,4,9,25454.545454545456
" академика Богомольца, 17","3-к квартира, 75 м², 6/10 эт.",3860000,р-н Тракторозаводский,4 июня 11:27,академика Богомольца,17,академика Богомольца 17,3,75.0,6,10,51466.666666666664
"Фруктовая, 20А","3-к квартира, 60 м², 1/3 эт.",1920000,р-н Кировский,4 июня 11:04,Фруктовая,20,Фруктовая 20,3,60.0,1,3,32000.0
"пр-кт маршала Жукова, 107","3-к квартира, 52.8 м², 1/5 эт.",1999000,р-н Дзержинский,4 июня 11:27,пр-кт маршала Жукова,107,пр-кт маршала Жукова 107,3,52.8,1,5,37859.84848484849
"Комсомольская, 10","3-к квартира, 87.3 м², 4/7 эт.",6800000,р-н Центральный,4 июня 18:43,Комсомольская,10,Комсомольская 10,3,87.3,4,7,77892.32531500573
"Новодвинская, 36","3-к квартира, 51 м², 1/5 эт.",2200000,р-н Дзержинский,3 июня 22:42,Новодвинская,36,Новодвинская 36,3,51.0,1,5,43137.25490196078
" Космонавтов, 59","3-к квартира, 64 м², 9/9 эт.",2750000,р-н Дзержинский,4 июня 11:05,Космонавтов,59,Космонавтов 59,3,64.0,9,9,42968.75
" Дзержинского, 7","3-к квартира, 66.8 м², 2/4 эт.",2160000,р-н Тракторозаводский,4 июня 11:04,Дзержинского,7,Дзержинского 7,3,66.8,2,4,32335.329341317367
" Дегтярева, 17","3-к квартира, 72.1 м², 3/4 эт.",2250000,р-н Тракторозаводский,4 июня 11:04,Дегтярева,17,Дегтярева 17,3,72.1,3,4,31206.657420249656
" Черепановых, 5","3-к квартира, 58.7 м², 3/5 эт.",2200000,р-н Красноармейский,4 июня 11:18,Черепановых,5,Черепановых 5,3,58.7,3,5,37478.70528109029
"Волгоград, Космонавтов, 34","3-к квартира, 86.9 м², 3/4 эт.",5799999,р-н Дзержинский,4 июня 19:42,Космонавтов,34,Космонавтов 34,3,86.9,3,4,66743.37169159953
"Историческая, 140","3-к квартира, 62.4 м², 7/16 эт.",2800000,р-н Дзержинский,4 июня 11:04,Историческая,140,Историческая 140,3,62.4,7,16,44871.794871794875
" Козака, 7","3-к квартира, 58.8 м², 2/4 эт.",1870000,р-н Кировский,4 июня 15:43,Козака,7,Козака 7,3,58.8,2,4,31802.721088435377
" Панферова, 12","3-к квартира, 65.3 м², 7/9 эт.",2600000,р-н Красноармейский,4 июня 11:04,Панферова,12,Панферова 12,3,65.3,7,9,39816.23277182236
"Колосовая, 8","3-к квартира, 65.7 м², 4/9 эт.",2350000,р-н Кировский,,Колосовая,8,Колосовая 8,3,65.7,4,9,35768.64535768645
"пр-кт В.И. Ленина, 72А","3-к квартира, 82.1 м², 1/9 эт.",5430000,р-н Центральный,,пр-кт В.И. Ленина,72,пр-кт В.И. Ленина 72,3,82.1,1,9,66138.85505481121
"пр-кт В.И. Ленина, 105","3-к квартира, 85 м², 3/5 эт.",3720000,р-н Краснооктябрьский,,пр-кт В.И. Ленина,105,пр-кт В.И. Ленина 105,3,85.0,3,5,43764.705882352944
"Пролетарская, 15","3-к квартира, 61.1 м², 5/5 эт.",1600000,р-н Красноармейский,,Пролетарская,15,Пролетарская 15,3,61.1,5,5,26186.579378068738
" Землячки, 66","3-к квартира, 64.7 м², 8/9 эт.",3150000,р-н Дзержинский,4 июня 11:04,Землячки,66,Землячки 66,3,64.7,8,9,48686.24420401854
"Караванная, 43","3-к квартира, 65 м², 6/9 эт.",2450000,р-н Красноармейский,,Караванная,43,Караванная 43,3,65.0,6,9,37692.307692307695
"пр-кт маршала Жукова, 98Б","3-к квартира, 80.2 м², 11/16 эт.",3600000,р-н Дзержинский,4 июня 09:12,пр-кт маршала Жукова,98,пр-кт маршала Жукова 98,3,80.2,11,16,44887.78054862843
"Пугачевская, 20","3-к квартира, 108 м², 9/16 эт.",9000000,р-н Ворошиловский,,Пугачевская,20,Пугачевская 20,3,108.0,9,16,83333.33333333333
"Шекснинская, 10А","3-к квартира, 70 м², 6/9 эт.",3180000,р-н Дзержинский,,Шекснинская,10,Шекснинская 10,3,70.0,6,9,45428.57142857143
" Пархоменко, 43","3-к квартира, 78.9 м², 7/9 эт.",4300000,р-н Центральный,4 июня 11:39,Пархоменко,43,Пархоменко 43,3,78.9,7,9,54499.366286438526
"Нарвская, 8","3-к квартира, 68 м², 2/9 эт.",4500000,р-н Дзержинский,3 июня 20:06,Нарвская,8,Нарвская 8,3,68.0,2,9,66176.4705882353
" Ломакина, 11","3-к квартира, 55 м², 2/5 эт.",1540000,р-н Красноармейский,4 июня 09:00,Ломакина,11,Ломакина 11,3,55.0,2,5,28000.0
"Невская, 10","3-к квартира, 53 м², 5/9 эт.",2660000,р-н Центральный,,Невская,10,Невская 10,3,53.0,5,9,50188.67924528302
" Тулака, 7","3-к квартира, 60.3 м², 16/16 эт.",2850000,р-н Советский,4 июня 11:58,Тулака,7,Тулака 7,3,60.3,16,16,47263.6815920398
"район Семь Ветров, 8 Воздушной Армии, 9А","3-к квартира, 100 м², 7/10 эт.",7990000,р-н Дзержинский,4 июня 11:24,8 Воздушной Армии,9,8 Воздушной Армии 9,3,100.0,7,10,79900.0
" Хользунова, 7","3-к квартира, 66 м², 1/4 эт.",2770000,р-н Краснооктябрьский,,Хользунова,7,Хользунова 7,3,66.0,1,4,41969.69696969697
"Удмуртская, 93","3-к квартира, 61.5 м², 3/5 эт.",2400000,р-н Красноармейский,3 июня 19:34,Удмуртская,93,Удмуртская 93,3,61.5,3,5,39024.39024390244
" Кирова, 104","3-к квартира, 58 м², 2/5 эт.",1750000,р-н Кировский,,Кирова,104,Кирова 104,3,58.0,2,5,30172.41379310345
"микрорайон Тулака, Карла Маркса, 9","3-к квартира, 62 м², 9/9 эт.",3140000,р-н Советский,,Карла Маркса,9,Карла Маркса 9,3,62.0,9,9,50645.16129032258
"микрорайон Жилгородок, Республиканская, 13","3-к квартира, 52.3 м², 2/5 эт.",1850000,р-н Дзержинский,,Республиканская,13,Республиканская 13,3,52.3,2,5,35372.84894837476
" Арсеньева, 44","3-к квартира, 55 м², 5/9 эт.",1690000,р-н Красноармейский,,Арсеньева,44,Арсеньева 44,3,55.0,5,9,30727.272727272728
" Сологубова, 56А","3-к квартира, 43 м², 3/9 эт.",1450000,р-н Красноармейский,,Сологубова,56,Сологубова 56,3,43.0,3,9,33720.93023255814
"Электролесовская, 86","3-к квартира, 79 м², 4/10 эт.",4150000,р-н Советский,,Электролесовская,86,Электролесовская 86,3,79.0,4,10,52531.645569620254
" Германа Титова, 48","3-к квартира, 59 м², 4/9 эт.",3000000,р-н Краснооктябрьский,,Германа Титова,48,Германа Титова 48,3,59.0,4,9,50847.457627118645
" Доценко, 35А","3-к квартира, 71 м², 1/9 эт.",2640000,р-н Красноармейский,,Доценко,35,Доценко 35,3,71.0,1,9,37183.09859154929
" Рыкачева, 7","3-к квартира, 76 м², 3/3 эт.",2300000,р-н Тракторозаводский,,Рыкачева,7,Рыкачева 7,3,76.0,3,3,30263.157894736843
"Лазоревая, 215","3-к квартира, 55.7 м², 1/3 эт.",1650000,р-н Красноармейский,,Лазоревая,215,Лазоревая 215,3,55.7,1,3,29622.980251346497
"пос Степной, Пролетарская, 5","3-к квартира, 56 м², 2/2 эт.",1320000,,,Пролетарская,5,Пролетарская 5,3,56.0,2,2,23571.428571428572
"Батальонная, 13А","3-к квартира, 98 м², 14/20 эт.",8300000,р-н Центральный,4 июня 00:41,Батальонная,13,Батальонная 13,3,98.0,14,20,84693.87755102041
" Пархоменко, 29","3-к квартира, 68 м², 2/16 эт.",4190000,р-н Центральный,,Пархоменко,29,Пархоменко 29,3,68.0,2,16,61617.64705882353
"Короткая, 25","3-к квартира, 65 м², 4/9 эт.",4700000,р-н Краснооктябрьский,,Короткая,25,Короткая 25,3,65.0,4,9,72307.69230769231
" Автомобилистов, 8","3-к квартира, 48 м², 5/5 эт.",2100000,р-н Советский,,Автомобилистов,8,Автомобилистов 8,3,48.0,5,5,43750.0
" Ткачева, 12","3-к квартира, 61 м², 4/5 эт.",2340000,р-н Центральный,3 июня 19:34,Ткачева,12,Ткачева 12,3,61.0,4,5,38360.65573770492
" 39й Гвардейской дивизии, 24","3-к квартира, 70 м², 3/9 эт.",2950000,р-н Краснооктябрьский,,39й Гвардейской дивизии,24,39й Гвардейской дивизии 24,3,70.0,3,9,42142.857142857145
"район Семь Ветров,б-р 30летия Победы, 19","3-к квартира, 98 м², 7/13 эт.",5900000,р-н Дзержинский,,б-р 30летия Победы,19,б-р 30летия Победы 19,3,98.0,7,13,60204.08163265306
"Пугачевская, 16","3-к квартира, 80 м², 11/16 эт.",6050000,р-н Ворошиловский,,Пугачевская,16,Пугачевская 16,3,80.0,11,16,75625.0
" Грамши, 49","3-к квартира, 54.5 м², 3/9 эт.",2550000,р-н Тракторозаводский,,Грамши,49,Грамши 49,3,54.5,3,9,46788.99082568807
"район Семь Ветров, 8 Воздушной Армии, 56","3-к квартира, 53.8 м², 15/16 эт.",3500000,р-н Дзержинский,,8 Воздушной Армии,56,8 Воздушной Армии 56,3,53.8,15,16,65055.76208178439
"пр-кт Металлургов, 34","3-к квартира, 57 м², 5/5 эт.",2360000,р-н Краснооктябрьский,,пр-кт Металлургов,34,пр-кт Металлургов 34,3,57.0,5,5,41403.508771929824
" Репина, 1","3-к квартира, 60 м², 3/5 эт.",2900000,р-н Краснооктябрьский,,Репина,1,Репина 1,3,60.0,3,5,48333.333333333336
"Двинская, 13","3-к квартира, 66 м², 4/9 эт.",4800000,р-н Центральный,,Двинская,13,Двинская 13,3,66.0,4,9,72727.27272727272
" Пельше, 13","3-к квартира, 51.3 м², 1/5 эт.",2500000,р-н Краснооктябрьский,,Пельше,13,Пельше 13,3,51.3,1,5,48732.943469785576
" генерала Штеменко, 64","3-к квартира, 61.2 м², 1/9 эт.",2700000,р-н Краснооктябрьский,,генерала Штеменко,64,генерала Штеменко 64,3,61.2,1,9,44117.647058823524
"Невская, 14","3-к квартира, 55 м², 6/9 эт.",3200000,р-н Центральный,,Невская,14,Невская 14,3,55.0,6,9,58181.818181818184
" Репина, 17","3-к квартира, 63 м², 7/9 эт.",2900000,р-н Краснооктябрьский,,Репина,17,Репина 17,3,63.0,7,9,46031.74603174603
"Гражданская, 14","3-к квартира, 64.4 м², 9/9 эт.",2470000,р-н Красноармейский,,Гражданская,14,Гражданская 14,3,64.4,9,9,38354.03726708074
"пр-кт Металлургов, 6","3-к квартира, 77 м², 5/5 эт.",3300000,р-н Краснооктябрьский,,пр-кт Металлургов,6,пр-кт Металлургов 6,3,77.0,5,5,42857.142857142855
"пр-кт В.И. Ленина, 72Б","3-к квартира, 80.1 м², 8/10 эт.",5600000,р-н Центральный,3 июня 20:22,пр-кт В.И. Ленина,72,пр-кт В.И. Ленина 72,3,80.1,8,10,69912.60923845194
"район Семь Ветров, 8 Воздушной Армии, 35","3-к квартира, 67 м², 9/9 эт.",3060000,р-н Дзержинский,,8 Воздушной Армии,35,8 Воздушной Армии 35,3,67.0,9,9,45671.64179104478
" Циолковского, 17","3-к квартира, 117 м², 8/16 эт.",8550000,р-н Ворошиловский,,Циолковского,17,Циолковского 17,3,117.0,8,16,73076.92307692308
"Казахская, 22","3-к квартира, 80 м², 9/9 эт.",4100000,р-н Советский,,Казахская,22,Казахская 22,3,80.0,9,9,51250.0
"Краснопресненская, 1","3-к квартира, 78.9 м², 2/3 эт.",2470000,р-н Советский,,Краснопресненская,1,Краснопресненская 1,3,78.9,2,3,31305.44993662864
"микрорайон Керамический, 2я Штурманская, 13","3-к квартира, 58 м², 2/5 эт.",1750000,р-н Красноармейский,,2я Штурманская,13,2я Штурманская 13,3,58.0,2,5,30172.41379310345
" Кирова, 92","3-к квартира, 65 м², 5/9 эт.",3000000,р-н Кировский,,Кирова,92,Кирова 92,3,65.0,5,9,46153.846153846156
" 35 Гвардейской дивизии, 40","3-к квартира, 86 м², 3/5 эт.",3497000,р-н Советский,,35 Гвардейской дивизии,40,35 Гвардейской дивизии 40,3,86.0,3,5,40662.79069767442
"Пугачевская, 20","3-к квартира, 108 м², 9/16 эт.",9000000,р-н Ворошиловский,,Пугачевская,20,Пугачевская 20,3,108.0,9,16,83333.33333333333
"Шекснинская, 10А","3-к квартира, 70 м², 6/9 эт.",3180000,р-н Дзержинский,,Шекснинская,10,Шекснинская 10,3,70.0,6,9,45428.57142857143
"пр-кт В.И. Ленина, 105","3-к квартира, 85 м², 3/5 эт.",3720000,р-н Краснооктябрьский,,пр-кт В.И. Ленина,105,пр-кт В.И. Ленина 105,3,85.0,3,5,43764.705882352944
" Баумана, 16","3-к квартира, 60.2 м², 5/9 эт.",2870000,р-н Тракторозаводский,,Баумана,16,Баумана 16,3,60.2,5,9,47674.41860465116
" Циолковского, 29","3-к квартира, 105 м², 6/23 эт.",7300000,р-н Ворошиловский,,Циолковского,29,Циолковского 29,3,105.0,6,23,69523.80952380953
" генерала Штеменко, 37","3-к квартира, 47.6 м², 4/5 эт.",2150000,р-н Краснооктябрьский,,генерала Штеменко,37,генерала Штеменко 37,3,47.6,4,5,45168.06722689076
"пр-кт В.И. Ленина, 72А","3-к квартира, 82.1 м², 1/9 эт.",5430000,р-н Центральный,,пр-кт В.И. Ленина,72,пр-кт В.И. Ленина 72,3,82.1,1,9,66138.85505481121
"Пролетарская, 15","3-к квартира, 61.1 м², 5/5 эт.",1600000,р-н Красноармейский,,Пролетарская,15,Пролетарская 15,3,61.1,5,5,26186.579378068738
" Кирова, 94","3-к квартира, 63.5 м², 5/9 эт.",2270000,р-н Кировский,,Кирова,94,Кирова 94,3,63.5,5,9,35748.03149606299
"Новодвинская, 36","3-к квартира, 50.6 м², 3/5 эт.",2390000,р-н Дзержинский,,Новодвинская,36,Новодвинская 36,3,50.6,3,5,47233.201581027664
"район Семь Ветров, Константина Симонова, 27","3-к квартира, 66.9 м², 6/9 эт.",3580000,р-н Дзержинский,,Константина Симонова,27,Константина Симонова 27,3,66.9,6,9,53512.70553064274
"Нарвская, 8","3-к квартира, 65 м², 5/9 эт.",2850000,р-н Дзержинский,,Нарвская,8,Нарвская 8,3,65.0,5,9,43846.153846153844
"микрорайон Тулака, Туркменская, 6к2","3-к квартира, 85 м², 19/24 эт.",3800000,р-н Советский,,Туркменская,6,Туркменская 6,3,85.0,19,24,44705.882352941175
"Новороссийская, 8","3-к квартира, 78 м², 5/17 эт.",5800000,р-н Центральный,,Новороссийская,8,Новороссийская 8,3,78.0,5,17,74358.97435897436
"Двинская, 2А","3-к квартира, 57.9 м², 3/9 эт.",3730000,р-н Центральный,,Двинская,2,Двинская 2,3,57.9,3,9,64421.416234887736
"Гражданская, 34","3-к квартира, 66.1 м², 3/9 эт.",3650000,р-н Красноармейский,,Гражданская,34,Гражданская 34,3,66.1,3,9,55219.36459909229
"Козловская, 67А","3-к квартира, 52 м², 1/4 эт.",1900000,р-н Ворошиловский,,Козловская,67,Козловская 67,3,52.0,1,4,36538.46153846154
" Елисеева, 5","3-к квартира, 61.8 м², 1/5 эт.",3050000,р-н Ворошиловский,,Елисеева,5,Елисеева 5,3,61.8,1,5,49352.750809061494
" Дегтярева, 37","3-к квартира, 50.7 м², 3/5 эт.",2000000,р-н Тракторозаводский,,Дегтярева,37,Дегтярева 37,3,50.7,3,5,39447.73175542406
"Мариупольская, 14","3-к квартира, 59 м², 2/5 эт.",2449000,р-н Советский,,Мариупольская,14,Мариупольская 14,3,59.0,2,5,41508.47457627119
" Петра Гончарова, 1","3-к квартира, 56 м², 5/5 эт.",1900000,р-н Краснооктябрьский,,Петра Гончарова,1,Петра Гончарова 1,3,56.0,5,5,33928.57142857143
" Андреева, 10","3-к квартира, 55 м², 3/5 эт.",1600000,р-н Тракторозаводский,,Андреева,10,Андреева 10,3,55.0,3,5,29090.909090909092
"Мачтозаводская, 126","3-к квартира, 55 м², 1/4 эт.",1480000,р-н Красноармейский,,Мачтозаводская,126,Мачтозаводская 126,3,55.0,1,4,26909.090909090908
"Невская, 7","3-к квартира, 56 м², 4/5 эт.",2500000,р-н Центральный,,Невская,7,Невская 7,3,56.0,4,5,44642.857142857145
" Николая Отрады, 30","3-к квартира, 64.6 м², 6/9 эт.",3390000,р-н Тракторозаводский,,Николая Отрады,30,Николая Отрады 30,3,64.6,6,9,52476.78018575852
"Волгоград, Короткая, 27","3-к квартира, 63.5 м², 9/9 эт.",3000000,р-н Краснооктябрьский,,Короткая,27,Короткая 27,3,63.5,9,9,47244.09448818897
"Волгоград, Рихарда Зорге, 49","3-к квартира, 65 м², 8/9 эт.",2750000,р-н Краснооктябрьский,,Рихарда Зорге,49,Рихарда Зорге 49,3,65.0,8,9,42307.692307692305
"Новоузенская, 4А","3-к квартира, 78.9 м², 16/18 эт.",6300000,р-н Ворошиловский,,Новоузенская,4,Новоузенская 4,3,78.9,16,18,79847.90874524714
" Ангарский, Новорядская, 58","3-к квартира, 65 м², 4/5 эт.",2750000,р-н Дзержинский,,Новорядская,58,Новорядская 58,3,65.0,4,5,42307.692307692305
"б-р Энгельса, 28","3-к квартира, 64 м², 4/9 эт.",3590000,р-н Красноармейский,,б-р Энгельса,28,б-р Энгельса 28,3,64.0,4,9,56093.75
" Елисеева, 15А","3-к квартира, 68 м², 8/9 эт.",3650000,р-н Ворошиловский,,Елисеева,15,Елисеева 15,3,68.0,8,9,53676.470588235294
"Гагарина, 9","3-к квартира, 56 м², 5/5 эт.",2800000,р-н Центральный,,Гагарина,9,Гагарина 9,3,56.0,5,5,50000.0
"Волгоград, Милиционера Буханцева, 72","3-к квартира, 55 м², 2/5 эт.",2449000,р-н Ворошиловский,,Милиционера Буханцева,72,Милиционера Буханцева 72,3,55.0,2,5,44527.27272727273
" генерала Штеменко, 41","3-к квартира, 67 м², 1/9 эт.",2690000,р-н Краснооктябрьский,,генерала Штеменко,41,генерала Штеменко 41,3,67.0,1,9,40149.253731343284
"пр-кт В.И. Ленина, 123","3-к квартира, 83 м², 2/5 эт.",3000000,р-н Краснооктябрьский,,пр-кт В.И. Ленина,123,пр-кт В.И. Ленина 123,3,83.0,2,5,36144.57831325301
" Дзержинского, 49","3-к квартира, 56 м², 3/5 эт.",2200000,р-н Тракторозаводский,,Дзержинского,49,Дзержинского 49,3,56.0,3,5,39285.71428571428
"Елецкая, 11","3-к квартира, 65.5 м², 5/9 эт.",3690000,р-н Ворошиловский,,Елецкая,11,Елецкая 11,3,65.5,5,9,56335.87786259542
" Кирова, 92А","3-к квартира, 65 м², 3/9 эт.",2870000,р-н Кировский,,Кирова,92,Кирова 92,3,65.0,3,9,44153.846153846156
" Калинина, 2Б","3-к квартира, 99 м², 8/23 эт.",14000000,р-н Ворошиловский,,Калинина,2,Калинина 2,3,99.0,8,23,141414.14141414143
"Новоузенская, 10А","3-к квартира, 71 м², 2/9 эт.",3950000,р-н Ворошиловский,,Новоузенская,10,Новоузенская 10,3,71.0,2,9,55633.80281690141
" Дзержинского, 30","3-к квартира, 71.6 м², 3/4 эт.",2250000,р-н Тракторозаводский,,Дзержинского,30,Дзержинского 30,3,71.6,3,4,31424.581005586595
"микрорайон Керамический, 2я Штурманская, 13","3-к квартира, 59 м², 3/5 эт.",1790000,р-н Красноармейский,,2я Штурманская,13,2я Штурманская 13,3,59.0,3,5,30338.98305084746
" Рыкачева, 7","3-к квартира, 76 м², 3/3 эт.",2300000,р-н Тракторозаводский,,Рыкачева,7,Рыкачева 7,3,76.0,3,3,30263.157894736843
"Удмуртская, 95","3-к квартира, 60 м², 8/9 эт.",2270000,р-н Красноармейский,,Удмуртская,95,Удмуртская 95,3,60.0,8,9,37833.333333333336
" Ангарский, Бурейская, 1Д","3-к квартира, 68.6 м², 1/12 эт.",2800000,р-н Дзержинский,,Бурейская,1,Бурейская 1,3,68.6,1,12,40816.32653061225
"Льговская, 16","3-к квартира, 50 м², 2/5 эт.",2000000,р-н Тракторозаводский,,Льговская,16,Льговская 16,3,50.0,2,5,40000.0
" Куйбышева, 49","3-к квартира, 58.6 м², 4/5 эт.",1470000,р-н Красноармейский,,Куйбышева,49,Куйбышева 49,3,58.6,4,5,25085.32423208191
"Двинская, 2","3-к квартира, 59 м², 1/9 эт.",2580000,р-н Центральный,,Двинская,2,Двинская 2,3,59.0,1,9,43728.813559322036
"пр-кт маршала Жукова, 141","3-к квартира, 56.1 м², 4/5 эт.",2670000,р-н Дзержинский,,пр-кт маршала Жукова,141,пр-кт маршала Жукова 141,3,56.1,4,5,47593.58288770053
"район Семь Ветров,б-р 30летия Победы, 80","3-к квартира, 72 м², 2/9 эт.",3710000,р-н Дзержинский,,б-р 30летия Победы,80,б-р 30летия Победы 80,3,72.0,2,9,51527.77777777778
"Закавказская, 1","3-к квартира, 60.8 м², 1/16 эт.",2600000,р-н Кировский,,Закавказская,1,Закавказская 1,3,60.8,1,16,42763.15789473685
" Милиционера Буханцева, 48","3-к квартира, 63 м², 8/9 эт.",3390000,р-н Ворошиловский,,Милиционера Буханцева,48,Милиционера Буханцева 48,3,63.0,8,9,53809.52380952381
"Волгоград, Кирова, 105","3-к квартира, 62 м², 5/9 эт.",3020000,р-н Кировский,,Кирова,105,Кирова 105,3,62.0,5,9,48709.67741935484
" 64 Армии, 34","3-к квартира, 54.5 м², 4/5 эт.",2370000,р-н Кировский,,64 Армии,34,64 Армии 34,3,54.5,4,5,43486.23853211009
" 51 Гвардейской дивизии, 14","3-к квартира, 66 м², 2/5 эт.",2999000,р-н Дзержинский,,51 Гвардейской дивизии,14,51 Гвардейской дивизии 14,3,66.0,2,5,45439.393939393936
"Пугачевская, 20","3-к квартира, 108 м², 9/16 эт.",9000000,р-н Ворошиловский,,Пугачевская,20,Пугачевская 20,3,108.0,9,16,83333.33333333333
"Пролетарская, 15","3-к квартира, 61.1 м², 5/5 эт.",1600000,р-н Красноармейский,,Пролетарская,15,Пролетарская 15,3,61.1,5,5,26186.579378068738
"пр-кт В.И. Ленина, 72А","3-к квартира, 82.1 м², 1/9 эт.",5430000,р-н Центральный,,пр-кт В.И. Ленина,72,пр-кт В.И. Ленина 72,3,82.1,1,9,66138.85505481121
" Ангарский, Твардовского, 9","3-к квартира, 58.2 м², 9/9 эт.",2330000,р-н Дзержинский,,Твардовского,9,Твардовского 9,3,58.2,9,9,40034.36426116838
"Пролетарская, 49","3-к квартира, 67 м², 4/9 эт.",3750000,р-н Красноармейский,,Пролетарская,49,Пролетарская 49,3,67.0,4,9,55970.149253731346
"пр-кт Столетова, 48","3-к квартира, 60 м², 1/9 эт.",2400000,р-н Красноармейский,,пр-кт Столетова,48,пр-кт Столетова 48,3,60.0,1,9,40000.0
"Шекснинская, 10А","3-к квартира, 70 м², 6/9 эт.",3180000,р-н Дзержинский,,Шекснинская,10,Шекснинская 10,3,70.0,6,9,45428.57142857143
"пр-кт В.И. Ленина, 105","3-к квартира, 85 м², 3/5 эт.",3720000,р-н Краснооктябрьский,,пр-кт В.И. Ленина,105,пр-кт В.И. Ленина 105,3,85.0,3,5,43764.705882352944
"Ачинский, 4","3-к квартира, 70 м², 1/3 эт.",1630000,р-н Кировский,,Ачинский,4,Ачинский 4,3,70.0,1,3,23285.714285714286
"Советская, 26","3-к квартира, 63.7 м², 5/5 эт.",3850000,р-н Центральный,,Советская,26,Советская 26,3,63.7,5,5,60439.56043956044
" Кирова, 126","3-к квартира, 56.7 м², 2/5 эт.",2250000,р-н Кировский,,Кирова,126,Кирова 126,3,56.7,2,5,39682.53968253968
"район Семь Ветров, Константина Симонова, 22","3-к квартира, 65.3 м², 5/9 эт.",3450000,р-н Дзержинский,,Константина Симонова,22,Константина Симонова 22,3,65.3,5,9,52833.07810107198
"микрорайон Семь Ветров, 8 Воздушной Армии, 54","3-к квартира, 65.9 м², 9/9 эт.",2900000,р-н Дзержинский,,8 Воздушной Армии,54,8 Воздушной Армии 54,3,65.9,9,9,44006.06980273141
"Изобильная, 20","3-к квартира, 65 м², 9/9 эт.",3550000,р-н Красноармейский,,Изобильная,20,Изобильная 20,3,65.0,9,9,54615.38461538462
" Тулака, 2","3-к квартира, 68.2 м², 8/9 эт.",4620000,р-н Советский,,Тулака,2,Тулака 2,3,68.2,8,9,67741.93548387097
" Хорошева, 52","3-к квартира, 51.7 м², 5/5 эт.",2650000,р-н Дзержинский,,Хорошева,52,Хорошева 52,3,51.7,5,5,51257.253384912954
" Космонавтов, 59","3-к квартира, 64.4 м², 9/9 эт.",2690000,р-н Дзержинский,,Космонавтов,59,Космонавтов 59,3,64.4,9,9,41770.18633540372
"Кузнецкая, 75","3-к квартира, 98 м², 7/16 эт.",6500000,р-н Ворошиловский,,Кузнецкая,75,Кузнецкая 75,3,98.0,7,16,66326.5306122449
"микрорайон Жилгородок, Танкистов, 12","3-к квартира, 59.6 м², 9/9 эт.",3100000,р-н Дзержинский,,Танкистов,12,Танкистов 12,3,59.6,9,9,52013.42281879194
" Сакко и Ванцетти, Луговая, 142","3-к квартира, 65 м², 1/9 эт.",1800000,р-н Красноармейский,,Луговая,142,Луговая 142,3,65.0,1,9,27692.30769230769
" Дегтярева, 35","3-к квартира, 72.3 м², 4/4 эт.",2500000,р-н Тракторозаводский,,Дегтярева,35,Дегтярева 35,3,72.3,4,4,34578.14661134163
"Богунская, 9А","3-к квартира, 58.2 м², 2/5 эт.",2250000,р-н Краснооктябрьский,,Богунская,9,Богунская 9,3,58.2,2,5,38659.79381443299
"РабочеКрестьянская, 39","3-к квартира, 76.2 м², 5/5 эт.",3960000,р-н Ворошиловский,,РабочеКрестьянская,39,РабочеКрестьянская 39,3,76.2,5,5,51968.503937007874
"Волгоград, 95 Гвардейской дивизии, 5","3-к квартира, 68 м², 1/4 эт.",1850000,р-н Тракторозаводский,,95 Гвардейской дивизии,5,95 Гвардейской дивизии 5,3,68.0,1,4,27205.882352941175
"Волгоград, Батальонная, 9","3-к квартира, 100.2 м², 17/18 эт.",6613200,р-н Центральный,,Батальонная,9,Батальонная 9,3,100.2,17,18,66000.0
"пр-кт Героев Сталинграда, 26","3-к квартира, 55.9 м², 4/5 эт.",1760000,р-н Красноармейский,,пр-кт Героев Сталинграда,26,пр-кт Героев Сталинграда 26,3,55.9,4,5,31484.79427549195
"Двинская, 18","3-к квартира, 60.8 м², 8/9 эт.",3160000,р-н Центральный,,Двинская,18,Двинская 18,3,60.8,8,9,51973.68421052632
"Волгоград, Иркутская, 7","3-к квартира, 59 м², 1/5 эт.",2299000,р-н Ворошиловский,,Иркутская,7,Иркутская 7,3,59.0,1,5,38966.101694915254
" Хиросимы, 4","3-к квартира, 81 м², 10/15 эт.",7390000,р-н Центральный,,Хиросимы,4,Хиросимы 4,3,81.0,10,15,91234.56790123456
"Метростроевская, 1","3-к квартира, 58.3 м², 5/5 эт.",2300000,р-н Тракторозаводский,,Метростроевская,1,Метростроевская 1,3,58.3,5,5,39451.11492281304
"район Семь Ветров,б-р 30летия Победы, 11А","3-к квартира, 69.7 м², 13/19 эт.",3580001,р-н Дзержинский,,б-р 30летия Победы,11,б-р 30летия Победы 11,3,69.7,13,19,51362.99856527977
"район Семь Ветров, 8 Воздушной Армии, 40","3-к квартира, 63.8 м², 8/9 эт.",3200000,р-н Дзержинский,,8 Воздушной Армии,40,8 Воздушной Армии 40,3,63.8,8,9,50156.73981191223
"Волгоград, Козловская, 37А","3-к квартира, 81 м², 4/4 эт.",3550000,р-н Ворошиловский,,Козловская,37,Козловская 37,3,81.0,4,4,43827.16049382716
