iter	RMSE
1683	341914.9113
1684	341910.6891
1685	341892.7496
1686	341791.5528
1687	341700.3259
1688	341625.3569
1689	341569.165
1690	341520.5167
1691	341476.7767
1692	341415.5965
1693	341383.0429
1694	341351.3322
1695	341293.9905
1696	341226.6327
1697	341187.0017
1698	341114.0659
1699	341041.066
1700	341009.4852
1701	340980.9168
1702	340950.8236
1703	340875.6494
1704	340817.5297
1705	340779.0032
1706	340757.6615
1707	340681.207
1708	340617.3803
1709	340581.2634
1710	340555.1994
1711	340492.529
1712	340431.8136
1713	340374.5519
1714	340345.4083
1715	340255.7906
1716	340207.3467
1717	340182.0765
1718	340143.4599
1719	340099.0199
1720	340026.9102
1721	339985.7786
1722	339974.3308
1723	339884.5121
1724	339815.6065
1725	339777.7184
1726	339747.9479
1727	339688.4091
1728	339609.0025
1729	339537.7594
1730	339504.7302
1731	339377.8293
1732	339324.7764
1733	339286.23
1734	339242.128
1735	339140.8981
1736	339100.0067
1737	339078.7359
1738	339046.5309
1739	338998.4113
1740	338985.1243
1741	338915.8767
1742	338872.6198
1743	338833.3362
1744	338800.3576
1745	338751.3953
1746	338676.7018
1747	338639.5235
1748	338573.1863
1749	338538.4802
1750	338504.6921
1751	338400.9753
1752	338349.7113
1753	338300.5213
1754	338279.788
1755	338197.1572
1756	338173.5242
1757	338126.0302
1758	338103.1594
1759	338092.9813
1760	338047.8072
1761	337963.6984
1762	337953.2037
1763	337889.8746
1764	337869.3377
1765	337815.4207
1766	337775.4643
1767	337729.9115
1768	337692.5048
1769	337665.2003
1770	337607.1549
1771	337586.7405
1772	337540.6252
1773	337508.1911
1774	337453.3419
1775	337411.1296
1776	337362.5352
1777	337278.4202
1778	337213.6585
1779	337144.4906
1780	337072.0858
1781	337039.3361
1782	337022.0611
1783	336997.1885
1784	336972.85
1785	336936.347
1786	336882.7331
1787	336833.2684
1788	336761.996
1789	336719.849
1790	336695.2556
1791	336628.2917
1792	336558.0632
1793	336495.1318
1794	336449.0954
1795	336400.6098
1796	336374.3998
1797	336353.1344
1798	336315.9491
1799	336270.2851
1800	336180.4912
1801	336124.6805
1802	336071.5566
1803	336009.8296
1804	335941.0992
1805	335927.2345
1806	335824.6868
1807	335759.0897
1808	335723.783
1809	335687.7289
1810	335580.4009
1811	335560.9529
1812	335501.6278
1813	335405.1743
1814	335385.0251
1815	335348.1608
1816	335205.8063
1817	335133.6886
1818	335091.3115
1819	335016.3461
1820	334968.5089
1821	334938.6989
1822	334891.4379
1823	334838.9417
1824	334789.9094
1825	334724.6391
1826	334704.9288
1827	334622.6164
1828	334571.8383
1829	334547.1382
1830	334508.4397
1831	334479.0662
1832	334465.4885
1833	334440.947
1834	334397.6317
1835	334337.8074
1836	334331.4829
1837	334283.0191
1838	334243.4416
1839	334176.0535
1840	334148.3123
1841	334122.1339
1842	334052.816
1843	334011.9973
1844	333931.9866
1845	333889.0535
1846	333820.4989
1847	333790.4873
1848	333778.7785
1849	333740.9725
1850	333692.6806
1851	333634.6659
1852	333589.4721
1853	333580.8288
1854	333546.7158
1855	333528.3561
1856	333414.2294
1857	333387.696
1858	333337.7999
1859	333307.6114
1860	333266.4603
1861	333239.7746
1862	333216.4513
1863	333181.0149
1864	333171.4379
1865	333132.0911
1866	333058.841
1867	333044.3326
1868	333020.7955
1869	332986.1035
1870	332957.2028
1871	332915.3427
1872	332893.361
1873	332846.7808
1874	332793.0351
1875	332746.2979
1876	332701.1293
1877	332694.3026
1878	332635.8189
1879	332621.3433
1880	332567.7453
1881	332542.4794
1882	332491.8837
1883	332441.8531
1884	332367.8203
1885	332331.4151
1886	332236.5183
1887	332216.1143
1888	332182.7937
1889	332157.2229
1890	332131.8554
1891	332090.4786
1892	332046.3971
1893	331965.3266
1894	331941.8527
1895	331912.213
1896	331886.894
1897	331808.8669
1898	331784.967
1899	331758.3961
1900	331713.7223
1901	331640.0472
1902	331606.6762
1903	331539.6597
1904	331520.0312
1905	331505.192
1906	331473.2342
1907	331449.6751
1908	331437.0674
1909	331337.4083
1910	331329.5118
1911	331290.4721
1912	331243.7911
1913	331195.0145
1914	331128.603
1915	331099.9517
1916	331076.6237
1917	331060.6402
1918	331012.2124
1919	330958.0448
1920	330884.1839
1921	330874.0847
1922	330821.462
1923	330779.9942
1924	330772.9524
1925	330730.2224
1926	330682.7062
1927	330646.2079
1928	330605.1088
1929	330581.9112
1930	330494.0752
1931	330473.8831
1932	330423.4703
1933	330367.9033
1934	330351.7115
1935	330309.6443
1936	330263.7728
1937	330218.5262
1938	330131.2045
1939	330096.7947
1940	330065.3866
1941	330052.2761
1942	330000.4461
1943	329971.3281
1944	329951.676
1945	329914.1468
1946	329896.1288
1947	329805.6418
1948	329777.5464
1949	329741.3228
1950	329727.9836
1951	329692.0661
1952	329635.9676
1953	329560.9416
1954	329518.5703
1955	329471.2589
1956	329405.2645
1957	329371.3758
1958	329328.7879
1959	329285.871
1960	329237.4159
1961	329210.619
1962	329189.4907
1963	329109.7788
1964	329076.2342
1965	329026.893
1966	329006.4717
1967	328941.3664
1968	328882.484
1969	328872.0015
1970	328843.1989
1971	328820.9492
1972	328766.5686
1973	328754.5668
1974	328679.7997
1975	328660.0473
1976	328653.6401
1977	328602.0329
1978	328567.696
1979	328528.406
1980	328472.2835
1981	328430.3115
1982	328388.9044
1983	328329.4355
1984	328254.3442
1985	328230.4421
1986	328177.3481
1987	328135.4932
1988	328057.5873
1989	327997.3867
1990	327988.5199
1991	327960.0023
1992	327908.2804
1993	327833.6537
1994	327786.4682
1995	327736.4163
1996	327663.6744
1997	327640.0515
1998	327623.554
1999	327606.0871
2000	327579.9448
2001	327527.1424
2002	327436.0153
2003	327397.2432
2004	327358.606
2005	327334.5787
2006	327312.3792
2007	327275.1615
2008	327266.8511
2009	327216.9833
2010	327180.3517
2011	327146.6243
2012	327091.7245
2013	327081.4244
2014	327057.4651
2015	327015.2443
2016	327003.4626
2017	326976.2762
2018	326939.673
2019	326895.7484
2020	326856.727
2021	326832.5179
2022	326816.3465
2023	326746.3282
2024	326659.7655
2025	326604.285
2026	326568.6168
2027	326527.3883
2028	326496.9211
2029	326459.5947
2030	326430.394
2031	326410.6877
2032	326305.5213
2033	326266.1067
2034	326252.317
2035	326220.5809
2036	326160.4169
2037	326097.4478
2038	326048.1889
2039	325997.461
2040	325966.5008
2041	325923.4237
2042	325883.175
2043	325871.5914
2044	325816.1671
2045	325789.9759
2046	325734.6392
2047	325680.4471
2048	325639.2717
2049	325594.2216
2050	325568.0871
2051	325530.0228
2052	325525.9788
2053	325479.2729
2054	325431.9747
2055	325345.7712
2056	325260.7987
2057	325206.0767
2058	325187.5628
2059	325154.3764
2060	325129.3625
2061	325115.3869
2062	325091.6241
2063	325049.5297
2064	325020.9055
2065	324997.8413
2066	324941.8887
2067	324882.565
2068	324865.1561
2069	324836.1076
2070	324817.1943
2071	324767.424
2072	324706.8882
2073	324641.311
2074	324615.4913
2075	324603.6672
2076	324545.6363
2077	324504.6346
2078	324471.4853
2079	324422.1474
2080	324365.9124
2081	324325.0825
2082	324293.749
2083	324260.3769
2084	324233.3537
2085	324115.3191
2086	324078.9877
2087	324052.2741
2088	324050.1917
2089	324006.8342
2090	323965.7864
2091	323902.3693
2092	323843.9908
2093	323809.2709
2094	323745.3554
2095	323689.8068
2096	323632.214
2097	323575.4407
2098	323549.8428
2099	323538.9144
2100	323482.1865
2101	323433.5147
2102	323340.697
2103	323287.8188
2104	323225.1569
2105	323218.1083
2106	323181.9471
2107	323159.5713
2108	323118.4137
2109	323094.1204
2110	323056.813
2111	322979.4335
2112	322955.2635
2113	322878.6798
2114	322862.2195
2115	322836.2663
2116	322810.7401
2117	322798.3781
2118	322768.4709
2119	322710.6732
2120	322657.405
2121	322641.852
2122	322586.0623
2123	322527.5668
2124	322473.0811
2125	322445.4103
2126	322395.2387
2127	322322.5887
2128	322303.6868
2129	322254.2872
2130	322212.9639
2131	322193.8578
2132	322177.845
2133	322159.5137
2134	322033.1483
2135	322013.1792
2136	321956.4252
2137	321847.6847
2138	321815.9145
2139	321782.7979
2140	321727.6531
2141	321704.4058
2142	321689.2619
2143	321658.3389
2144	321631.9964
2145	321601.4551
2146	321542.2117
2147	321517.8312
2148	321430.349
2149	321361.2028
2150	321332.1121
2151	321252.1241
2152	321222.8801
2153	321149.3332
2154	321140.7183
2155	321105.7324
2156	321041.7195
2157	321026.9621
2158	320991.3765
2159	320921.0868
2160	320858.4031
2161	320806.4874
2162	320727.0351
2163	320708.0165
2164	320642.7802
2165	320589.8058
2166	320563.4897
2167	320485.6204
2168	320477.7129
2169	320446.0666
2170	320433.0269
2171	320416.1604
2172	320395.393
2173	320383.3449
2174	320341.715
2175	320319.0417
2176	320295.8325
2177	320266.7864
2178	320257.0765
2179	320251.4506
2180	320222.1143
2181	320193.8438
2182	320144.276
2183	320104.1477
2184	320075.6483
2185	320046.9707
2186	320001.7689
2187	319993.9945
2188	319986.53
2189	319942.375
2190	319889.31
2191	319814.5413
2192	319712.3797
2193	319689.2682
2194	319635.7729
2195	319600.922
2196	319571.959
2197	319521.7469
2198	319476.5712
2199	319411.8608
2200	319399.3172
2201	319329.682
2202	319271.6042
2203	319225.4428
2204	319211.9517
2205	319171.6982
2206	319120.2795
2207	319081.712
2208	319062.3423
2209	319042.5967
2210	318984.4971
2211	318939.5109
2212	318888.7373
2213	318858.6286
2214	318829.0176
2215	318758.5493
2216	318701.5087
2217	318667.8537
2218	318622.0849
2219	318590.8757
2220	318537.6246
2221	318509.0891
2222	318462.4947
2223	318413.7138
2224	318371.5164
2225	318348.2864
2226	318328.2458
2227	318251.6221
2228	318228.4127
2229	318214.8344
2230	318152.3073
2231	318125.8869
2232	318081.9554
2233	318026.6779
2234	317998.6221
2235	317969.7742
2236	317938.7136
2237	317917.5748
2238	317895.4407
2239	317835.6792
2240	317797.773
2241	317777.6582
2242	317708.2673
2243	317691.5595
2244	317625.5769
2245	317599.1068
2246	317574.3337
2247	317523.3582
2248	317456.5634
2249	317442.7875
2250	317380.1525
2251	317357.6003
2252	317309.7706
2253	317283.324
2254	317198.7803
2255	317172.4463
2256	317108.99
2257	317082.6422
2258	317040.691
2259	317015.1167
2260	316997.7861
2261	316968.6878
2262	316937.1227
2263	316892.8383
2264	316875.4673
2265	316852.7033
2266	316833.6473
2267	316763.3375
2268	316738.9289
2269	316706.3979
2270	316611.9908
2271	316581.7483
2272	316544.6434
2273	316474.5149
2274	316441.3561
2275	316400.2609
2276	316391.4192
2277	316354.6211
2278	316327.7864
2279	316314.0432
2280	316264.141
2281	316253.2859
2282	316208.0463
2283	316165.4877
2284	316148.1125
2285	316128.4924
2286	316102.1959
2287	316066.6952
2288	316036.4726
2289	316018.657
2290	315974.8826
2291	315913.6164
2292	315846.7289
2293	315823.8462
2294	315817.9711
2295	315778.5401
2296	315744.9876
2297	315710.6898
2298	315661.2921
2299	315623.6158
2300	315592.3907
2301	315571.5846
2302	315553.8782
2303	315525.5895
2304	315495.0322
2305	315470.2273
2306	315448.9777
2307	315389.8904
2308	315361.2878
2309	315330.6123
2310	315297.1271
2311	315269.1663
2312	315246.4012
2313	315186.0866
2314	315152.2462
2315	315103.388
2316	315015.1157
2317	314982.4389
2318	314947.1818
2319	314912.6414
2320	314861.4474
2321	314834.0876
2322	314797.6661
2323	314779.0737
2324	314723.8429
2325	314702.2306
2326	314685.4131
2327	314653.5446
2328	314622.2151
2329	314590.4639
2330	314560.9832
2331	314541.753
2332	314534.4571
2333	314477.5912
2334	314442.6846
2335	314395.2546
2336	314373.2774
2337	314338.3744
2338	314313.406
2339	314281.4466
2340	314263.4646
2341	314207.8259
2342	314089.3945
2343	314065.178
2344	314038.4989
2345	314025.8522
2346	313980.3539
2347	313946.0849
2348	313896.0732
2349	313860.4766
2350	313797.0708
2351	313759.3513
2352	313723.6436
2353	313682.4211
2354	313628.7928
2355	313557.7241
2356	313515.618
2357	313479.5392
2358	313443.1016
2359	313421.1529
2360	313393.0296
2361	313384.8474
2362	313359.9658
2363	313331.3101
2364	313307.3655
2365	313292.7961
2366	313282.9649
2367	313205.2921
2368	313191.9574
2369	313168.1128
2370	313120.5486
2371	313047.5135
2372	313019.1027
2373	312968.6276
2374	312945.9258
2375	312866.9293
2376	312853.181
2377	312824.6943
2378	312761.5269
2379	312738.1176
2380	312730.9756
2381	312717.2371
2382	312697.8718
2383	312649.6681
2384	312621.4645
2385	312536.095
2386	312496.7647
2387	312483.3256
2388	312433.7842
2389	312416.8967
2390	312396.1284
2391	312371.0945
2392	312326.2501
2393	312288.4468
2394	312253.1121
2395	312159.8196
2396	312083.3006
2397	312067.5201
2398	312020.2782
2399	311983.6768
2400	311976.2395
2401	311961.9146
2402	311936.0415
2403	311927.5619
2404	311915.4257
2405	311881.1936
2406	311849.279
2407	311824.2116
2408	311751.2721
2409	311728.135
2410	311666.6401
2411	311619.2009
2412	311595.3498
2413	311519.0624
2414	311462.4065
2415	311425.4318
2416	311392.4787
2417	311347.0321
2418	311327.3218
2419	311311.3482
2420	311294.5845
2421	311255.4944
2422	311214.5549
2423	311182.3524
2424	311144.6328
2425	311137.5298
2426	311109.4078
2427	311043.9882
2428	310980.758
2429	310968.4439
2430	310909.712
2431	310860.2766
2432	310812.4213
2433	310785.5306
2434	310758.2295
2435	310742.7324
2436	310730.4677
2437	310706.5209
2438	310678.0432
2439	310670.9159
2440	310643.8484
2441	310617.5156
2442	310590.6385
2443	310569.7789
2444	310554.9586
2445	310527.9175
2446	310479.6699
2447	310408.6144
2448	310374.7544
2449	310355.4772
2450	310288.0789
2451	310262.5175
2452	310224.3877
2453	310197.7677
2454	310173.7333
2455	310123.4605
2456	310086.1317
2457	310073.0942
2458	310036.7697
2459	310005.8117
2460	309987.3809
2461	309967.5615
2462	309930.1621
2463	309910.3081
2464	309849.9433
2465	309816.4588
2466	309803.387
2467	309782.8449
2468	309741.8463
2469	309725.923
2470	309705.8242
2471	309666.692
2472	309652.7749
2473	309619.4905
2474	309601.8226
2475	309571.9996
2476	309547.9475
2477	309526.205
2478	309507.2702
2479	309489.3499
2480	309460.8211
2481	309410.1601
2482	309364.8932
2483	309347.7035
2484	309307.0959
2485	309273.8952
2486	309241.1353
2487	309231.2052
2488	309197.0641
2489	309177.6113
2490	309154.7283
2491	309133.489
2492	309107.7892
2493	309084.4436
2494	309065.4462
2495	309019.7943
2496	308986.612
2497	308947.6921
2498	308927.1558
2499	308905.0606
2500	308831.9637
2501	308797.2707
2502	308731.0538
2503	308711.6434
2504	308676.0887
2505	308651.1709
2506	308588.0467
2507	308563.8529
2508	308552.1318
2509	308541.8981
2510	308523.9348
2511	308482.033
2512	308446.3342
2513	308410.6641
2514	308388.2177
2515	308364.4442
2516	308328.0437
2517	308311.0473
2518	308271.128
2519	308175.7035
2520	308150.0921
2521	308116.4203
2522	308089.9916
2523	308068.1968
2524	308041.5112
2525	308026.8749
2526	308001.1708
2527	307974.1302
2528	307934.4814
2529	307908.9948
2530	307879.5616
2531	307830.8845
2532	307796.9031
2533	307758.9784
2534	307749.2779
2535	307740.1916
2536	307710.9007
2537	307628.0323
2538	307612.2639
2539	307579.226
2540	307532.0444
2541	307456.9201
2542	307386.0542
2543	307355.6489
2544	307332.2496
2545	307293.6685
2546	307278.0209
2547	307251.0241
2548	307215.7042
2549	307183.4505
2550	307124.7104
2551	307066.1025
2552	307055.3702
2553	307043.0712
2554	307007.5063
2555	306986.4749
2556	306952.5048
2557	306894.0425
2558	306873.7114
2559	306855.3804
2560	306835.4485
2561	306808.4724
2562	306775.7845
2563	306753.8531
2564	306711.2657
2565	306693.321
2566	306663.8989
2567	306623.9502
2568	306606.5569
2569	306588.1872
2570	306545.0882
2571	306471.5804
2572	306420.7828
2573	306369.1286
2574	306338.9255
2575	306268.9896
2576	306244.3808
2577	306225.2097
2578	306206.8225
2579	306150.4209
2580	306132.7358
2581	306109.2687
2582	306084.8635
2583	306064.3379
2584	306016.5987
2585	305992.8035
2586	305950.5261
2587	305913.4286
2588	305904.357
2589	305886.7608
2590	305855.0865
2591	305793.4572
2592	305748.9612
2593	305732.4097
2594	305698.5988
2595	305681.7732
2596	305658.319
2597	305629.9422
2598	305585.8551
2599	305518.4539
2600	305509.4626
2601	305481.5629
2602	305439.1239
2603	305350.5266
2604	305332.5696
2605	305297.962
2606	305284.0762
2607	305224.7247
2608	305210.6122
2609	305185.0585
2610	305168.7434
2611	305126.6304
2612	305084.1779
2613	305050.4043
2614	305006.871
2615	304978.0541
2616	304944.9693
2617	304914.4713
2618	304848.4965
2619	304828.135
2620	304813.733
2621	304792.6498
2622	304713.5137
2623	304683.8104
2624	304640.8152
2625	304593.3983
2626	304556.1635
2627	304537.3808
2628	304489.7196
2629	304457.6344
2630	304421.927
2631	304391.9578
2632	304326.291
2633	304260.3314
2634	304233.7025
2635	304207.9497
2636	304178.0263
2637	304165.0533
2638	304127.3576
2639	304110.1807
2640	304084.6965
2641	304024.4177
2642	303981.7763
2643	303940.3423
2644	303887.3425
2645	303843.9907
2646	303814.6174
2647	303775.3791
2648	303771.8499
2649	303733.9789
2650	303703.3931
2651	303679.9333
2652	303622.5293
2653	303599.7035
2654	303584.0336
2655	303542.6046
2656	303524.7606
2657	303503.1094
2658	303496.1851
2659	303442.8463
2660	303436.079
2661	303398.9666
2662	303363.8939
2663	303356.1461
2664	303316.0069
2665	303285.6427
2666	303223.068
2667	303194.4481
2668	303179.9831
2669	303143.995
2670	303123.7616
2671	303108.3616
2672	303056.6728
2673	303007.7142
2674	302992.701
2675	302970.2143
2676	302923.7285
2677	302897.0712
2678	302884.8472
2679	302855.109
2680	302811.8951
2681	302799.2344
2682	302781.9305
2683	302757.4531
2684	302736.9519
2685	302725.5997
2686	302685.4797
2687	302658.881
2688	302647.2892
2689	302639.6722
2690	302597.2226
2691	302583.7808
2692	302557.4235
2693	302526.1495
2694	302503.2761
2695	302475.6057
2696	302446.3175
2697	302416.8342
2698	302351.4217
2699	302332.6511
2700	302279.939
2701	302241.2153
2702	302225.3342
2703	302212.8878
2704	302190.4667
2705	302150.9575
2706	302132.5628
2707	302094.6207
2708	302061.4424
2709	302025.5795
2710	301986.5778
2711	301966.2974
2712	301943.6991
2713	301918.7708
2714	301887.6856
2715	301825.4295
2716	301813.5978
2717	301768.5607
2718	301687.8429
2719	301662.7534
2720	301634.2316
2721	301613.8031
2722	301583.8228
2723	301551.571
2724	301534.028
2725	301496.1857
2726	301476.2706
2727	301452.7397
2728	301428.3941
2729	301412.3098
2730	301391.8336
2731	301364.5141
2732	301343.1613
2733	301313.2874
2734	301280.0367
2735	301239.5277
2736	301230.8118
2737	301188.4513
2738	301161.6923
2739	301108.8849
2740	301086.1367
2741	301065.6681
2742	301029.6235
2743	301013.755
2744	300985.4743
2745	300968.0611
2746	300922.8107
2747	300890.7977
2748	300851.6851
2749	300830.614
2750	300815.8954
2751	300796.9351
2752	300744.9524
2753	300723.4175
2754	300705.803
2755	300674.84
2756	300645.2084
2757	300608.3748
2758	300567.0572
2759	300537.8036
2760	300516.53
2761	300459.0511
2762	300434.1644
2763	300389.7499
2764	300374.5979
2765	300364.6989
2766	300339.0803
2767	300321.4931
2768	300293.1777
2769	300226.0685
2770	300205.8419
2771	300141.8718
2772	300116.8899
2773	300089.6673
2774	300077.0481
2775	300043.8958
2776	300023.5185
2777	299904.6846
2778	299883.1127
2779	299854.6845
2780	299812.5729
2781	299776.6246
2782	299738.5762
2783	299675.7164
2784	299669.2458
2785	299644.9429
2786	299578.941
2787	299561.2485
2788	299515.0719
2789	299461.0187
2790	299439.4248
2791	299395.4994
2792	299375.3118
2793	299333.11
2794	299270.3691
2795	299240.9052
2796	299191.2411
2797	299171.8688
2798	299158.1162
2799	299137.8317
2800	299120.5977
2801	299098.771
2802	299084.1107
2803	299077.2196
2804	299031.9686
2805	299014.0274
2806	298981.2167
2807	298956.3193
2808	298916.6663
2809	298891.4203
2810	298842.6492
2811	298810.7826
2812	298802.1906
2813	298785.308
2814	298761.3322
2815	298720.7683
2816	298707.0126
2817	298639.0443
2818	298612.5702
2819	298590.6933
2820	298562.4801
2821	298531.28
2822	298508.7447
2823	298468.2417
2824	298436.5194
2825	298388.7575
2826	298354.5828
2827	298332.7526
2828	298247.1735
2829	298230.5865
2830	298211.8628
2831	298196.1941
2832	298137.6103
2833	298112.3196
2834	298054.0383
2835	298040.8624
2836	298011.4463
2837	298004.0046
2838	297982.4562
2839	297953.5267
2840	297915.1766
2841	297898.956
2842	297860.6732
2843	297810.2577
2844	297801.0104
2845	297778.4821
2846	297737.7134
2847	297716.737
2848	297660.6073
2849	297651.9827
2850	297608.8991
2851	297571.6225
2852	297548.8904
2853	297531.5395
2854	297499.9651
2855	297460.9174
2856	297418.59
2857	297375.5679
2858	297359.4552
2859	297333.8313
2860	297312.0219
2861	297294.0318
2862	297278.6629
2863	297244.0631
2864	297217.5424
2865	297207.2296
2866	297203.7158
2867	297187.656
2868	297154.7416
2869	297140.7358
2870	297118.291
2871	297097.0078
2872	297078.0813
2873	297061.4854
2874	297024.0233
2875	297010.2212
2876	296987.577
2877	296949.3799
2878	296918.0081
2879	296893.0555
2880	296881.5138
2881	296838.2547
2882	296815.9508
2883	296795.0645
2884	296779.6532
2885	296744.7117
2886	296726.1056
2887	296701.214
2888	296680.7991
2889	296605.4413
2890	296594.8782
2891	296561.4627
2892	296546.3316
2893	296510.6544
2894	296503.7232
2895	296472.0551
2896	296423.0638
2897	296348.4632
2898	296316.5969
2899	296269.4542
2900	296224.8678
2901	296201.7977
2902	296176.2348
2903	296156.701
2904	296128.1854
2905	296094.5528
2906	296077.1935
2907	296054.8644
2908	296025.3961
2909	295992.4324
2910	295970.91
2911	295948.3329
2912	295937.0895
2913	295922.948
2914	295908.3753
2915	295871.5832
2916	295845.0589
2917	295813.9844
2918	295803.4246
2919	295786.2274
2920	295769.7815
2921	295755.6589
2922	295744.4106
2923	295719.9962
2924	295699.3407
2925	295686.9531
2926	295655.8561
2927	295627.4213
2928	295603.2022
2929	295585.906
2930	295558.6235
2931	295546.652
2932	295484.3913
2933	295432.1283
2934	295402.6711
2935	295360.9006
2936	295324.8574
2937	295286.9808
2938	295246.7447
2939	295200.4635
2940	295141.5667
2941	295096.242
2942	295085.147
2943	295033.6144
2944	295008.6644
2945	294992.7823
2946	294965.2789
2947	294926.5962
2948	294893.2141
2949	294878.9535
2950	294855.7955
2951	294843.1497
2952	294833.0322
2953	294819.2044
2954	294776.1864
2955	294754.9197
2956	294726.8747
2957	294700.1715
2958	294681.227
2959	294664.3815
2960	294635.3994
2961	294616.1122
2962	294583.2182
2963	294528.3545
2964	294449.2784
2965	294421.0983
2966	294398.9253
2967	294378.4174
2968	294353.7795
2969	294326.1991
2970	294298.0312
2971	294246.1345
2972	294227.7321
2973	294201.5337
2974	294120.4311
2975	294068.1044
2976	294042.6372
2977	294024.7733
2978	294011.5214
2979	293991.9709
2980	293980.5458
2981	293961.3657
2982	293905.0396
2983	293845.5254
2984	293815.6812
2985	293768.7147
2986	293757.9103
2987	293709.6676
2988	293693.4866
2989	293649.2462
2990	293592.4543
2991	293550.0267
2992	293521.5099
2993	293485.5626
2994	293431.3589
2995	293408.4338
2996	293355.9684
2997	293313.8113
2998	293257.8651
2999	293243.3034
3000	293222.5953
3001	293202.4729
3002	293169.3579
3003	293137.031
3004	293101.7764
3005	293073.7968
3006	293059.9937
3007	293047.9742
3008	293032.6731
3009	293019.7856
3010	293005.2642
3011	292957.1124
3012	292937.2787
3013	292882.5798
3014	292845.5296
3015	292799.8355
3016	292779.7402
3017	292761.752
3018	292694.1468
3019	292683.7988
3020	292652.3468
3021	292622.9568
3022	292573.6837
3023	292536.3451
3024	292522.1126
3025	292486.6061
3026	292433.5047
3027	292420.3628
3028	292398.8532
3029	292381.4809
3030	292336.8325
3031	292301.0852
3032	292280.5687
3033	292275.3196
3034	292262.7825
3035	292243.9645
3036	292236.0504
3037	292205.6884
3038	292187.5947
3039	292167.0898
3040	292154.477
3041	292143.1318
3042	292133.7944
3043	292085.8471
3044	292045.1457
3045	292008.1199
3046	291990.2629
3047	291981.1769
3048	291959.5302
3049	291940.1292
3050	291912.7711
3051	291893.0019
3052	291863.2673
3053	291821.9696
3054	291786.7813
3055	291763.4658
3056	291695.6442
3057	291674.5306
3058	291637.7399
3059	291618.3587
3060	291583.5315
3061	291546.5179
3062	291489.3826
3063	291478.548
3064	291459.2612
3065	291449.9452
3066	291444.8555
3067	291416.6148
3068	291381.7547
3069	291329.384
3070	291302.4506
3071	291292.1672
3072	291256.4849
3073	291231.7289
3074	291195.2313
3075	291186.4814
3076	291137.8435
3077	291120.0463
3078	291092.1282
3079	291010.4673
3080	290977.7056
3081	290961.4394
3082	290920.9434
3083	290894.3385
3084	290884.0415
3085	290878.4528
3086	290854.3452
3087	290826.2997
3088	290816.8556
3089	290793.9517
3090	290769.8223
3091	290758.8907
3092	290708.5103
3093	290678.262
3094	290656.7307
3095	290621.9573
3096	290595.622
3097	290585.479
3098	290572.0058
3099	290554.1662
3100	290548.806
3101	290483.2966
3102	290456.5448
3103	290435.8834
3104	290397.0594
3105	290358.5552
3106	290342.8313
3107	290296.2283
3108	290276.4606
3109	290238.5643
3110	290209.8373
3111	290167.2367
3112	290144.8738
3113	290103.9199
3114	290076.1917
3115	290069.6721
3116	290039.3139
3117	290010.2035
3118	289989.827
3119	289980.8378
3120	289953.2989
3121	289946.3249
3122	289922.3968
3123	289877.305
3124	289857.9201
3125	289831.4769
3126	289797.2493
3127	289737.4208
3128	289709.5437
3129	289695.6254
3130	289663.3602
3131	289649.6108
3132	289645.3389
3133	289640.2044
3134	289618.4617
3135	289588.8676
3136	289546.3379
3137	289528.1635
3138	289494.2197
3139	289437.3653
3140	289405.5993
3141	289382.3228
3142	289353.6626
3143	289327.7964
3144	289290.4064
3145	289278.9551
3146	289250.7615
3147	289212.6212
3148	289169.6053
3149	289127.9386
3150	289077.2834
3151	289036.8117
3152	289022.4293
3153	288987.8569
3154	288949.2441
3155	288918.0105
3156	288874.2831
3157	288853.51
3158	288823.8344
3159	288811.7565
3160	288786.5522
3161	288765.1088
3162	288730.3039
3163	288700.0713
3164	288675.8957
3165	288629.19
3166	288618.6827
3167	288598.0757
3168	288562.1679
3169	288534.7393
3170	288507.2615
3171	288479.4221
3172	288429.9987
3173	288411.4503
3174	288388.773
3175	288358.8878
3176	288325.7033
3177	288254.3022
3178	288202.86
3179	288150.7081
3180	288103.5987
3181	288057.6405
3182	288048.1459
3183	288038.0009
3184	288014.9217
3185	288002.0467
3186	287951.2755
3187	287920.0232
3188	287905.0584
3189	287877.4018
3190	287853.7796
3191	287834.1894
3192	287801.9133
3193	287763.7118
3194	287737.8444
3195	287703.4748
3196	287692.1419
3197	287668.8807
3198	287632.1821
3199	287601.6777
3200	287542.2968
3201	287519.2384
3202	287465.2847
3203	287440.5199
3204	287386.6563
3205	287359.5169
3206	287343.9317
3207	287324.8996
3208	287271.9298
3209	287260.1937
3210	287223.8656
3211	287205.7804
3212	287176.0896
3213	287141.141
3214	287118.2302
3215	287078.0321
3216	287006.778
3217	286986.0178
3218	286930.5535
3219	286906.487
3220	286868.9335
3221	286858.2475
3222	286833.3192
3223	286799.0866
3224	286768.5715
3225	286726.7706
3226	286688.4599
3227	286659.5424
3228	286640.3947
3229	286626.9836
3230	286610.3742
3231	286582.428
3232	286552.4275
3233	286518.3992
3234	286503.9653
3235	286480.0379
3236	286456.7514
3237	286407.955
3238	286379.574
3239	286361.2629
3240	286312.3523
3241	286272.9086
3242	286245.8996
3243	286221.4475
3244	286205.3437
3245	286155.7583
3246	286122.1126
3247	286075.5835
3248	286019.6358
3249	286001.5693
3250	285954.9412
3251	285947.6616
3252	285931.735
3253	285863.5639
